"wA1Bge src","FmcO7b","vWB2ve","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a/ACg8ocJ5L1htI7eSWDOhjDU_dSk18ql29svBCBCo5vk4HuHTXXm4Mg=s128-w32-d-h32-cc-rp","Shaik Hyder","a week ago","The Bads of Bollywood – Web Series Review*

Rating: ★★★★☆ (4/5)
Platform: Hyder Talks
Episodes: 7

Review:
The Bad*s of Bollywood on Hyder Talks is a wild ride through the glamorous yet chaotic world of the film industry, packed with humor, drama, and unexpected twists.

Episodes 1–3:
The opening episodes are highly engaging, filled with sharp humor, clever dialogues, and strong character introductions. Raghav Juyal and Lakshya Lalwani share fantastic on-screen chemistry, bringing comic relief and energy to every scene. The satire on Bollywood’s inner workings keeps things light yet intriguing.

Episode 6:
This episode takes a bold turn, exploring complex and often messy relationships. It crosses certain emotional and moral lines, keeping viewers glued to the screen as the story delves into darker, more complicated themes.

Climax (Episode 7):
The final episode delivers an unpredictable twist, blending comedy with drama and leaving viewers surprised till the very end. It ties together the humor, relationships, and mystery in a satisfying way, though some might feel it could have gone even deeper with the behind-the-scenes revelations.


Performances:
The cast shines throughout, with standout performances from Raghav Juyal, Lakshya Lalwani, Bobby Deol, and Manoj Pahwa. Cameos are a delightful surprise, never feeling forced or unnecessary.

Verdict:
With witty dialogues, engaging storytelling, and a mix of comedy and drama, The Bad*s of Bollywood on Hyder Talks is an entertaining watch. It’s a must-see for anyone who enjoys dark comedy, satire, and unpredictable storytelling.","You and 5 other people found this helpful.","5 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKAKF63WhBwXRmVnFUsFaPC7ogf9YDRypPv0QZQ782eIMzu_w=s128-w32-d-h32-cc-rp","neha mendiratta","a week ago","I thoroughly enjoyed watching Raghav and Lakshay as friends in the show, rather than rivals as seen last in ""KILL"". The chemistry and timing between them were impressive. I liked Vijayant Kohli's portrayal of dad, reminiscent of Farooq Shaikh's character from YJHD. Mona Singh was also excellent as the mom with witty comebacks. Anya Singh's character, Sanya, was a highlight among all the characters in the movie, and she played it to perfection. 

Then comes the veterans - Bobby Deol, Manoj Pahwa and Manish Chaudhari. They took the series to a whole new level, subtly exposing the facade behind the glam of the film industry. Rajat bedi (use kahin toh dekha hai :-) ) 

Aryan Khan, the director, is definitely someone to watch out for. He has skillfully used his star kid status to his advantage, rather than relying on it. Celebrity cameos, we have seen many a times in other films and movies but the way he has woven them as a part of narrative is truly seamless. I'm excited to see more good work from this talented young director. As this is just the beginning and ""picture abhi baki hai dost"".  

Well, if you haven't already watched it what are you waiting for?","You and 9 other people found this helpful.","9 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJ_ApI26rbZcvujai-Kt4vhFdlP6F58jRIChV8Ur7m7O0z5Ug=s128-w32-d-h32-cc-rp","Taniya Das","4 days ago","The film/webseries is 5 hours long but still it is not boring , I really enjoyed watching the movie for the first 4 hours atleast . The last twist was good ,,,😃 Finally heroine ko behan bana hi diya kisi film mein, dushri filmo mein heroine behan bante bante nehi banti 😃😃 .The chemistry between Raghav and Lakshya is superb with Raghav win the hearts as the best supporting actor in a comic role . This guy is multi-talented be it dancing or be it hosting , be a comedian or be a villain , he is good in his every damn role . The film contains so many faces but yet it didn't become haphazard. Aryan Khan did a brilliant job , we all have seen him in the trailer and it is clearly visible he gives quite similar vibes like his father and even he is expressive that many of the new gen actors like his father . His father is a hardworking person and his work reflects the same .  Kudos to the entire team of the film and specially the one from Aryan the entire idea itself need lots of thought process .","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKulwCR6zWQguZTRW8yu4d_9awAg0Yje73eZKNyRWvKyDRiqA=s128-w32-d-h32-cc-rp","Ayesha Hassan","a week ago","No words just speechless. I just finished watching Aryan Khan’s debut series The Bads of Bollywood and wow—what a ride! This isn’t your typical glossy Bollywood drama; it’s a sharp, bold, and unapologetic satire that pulls you straight into the madness of the industry.

From the very first episode, I was hooked by its chaotic energy and clever digs at real-life scandals. The cameos are insane—every few minutes a superstar walks in, and yet it never feels forced. Raghav Juyal absolutely stole every scene he was in, and Emraan Hashmi’s cameo with him? Pure gold.

What I loved most was how self-aware the show is. Aryan doesn’t just poke fun at Bollywood, he even turns the mirror on himself, referencing his own controversies with surprising honesty and humor. That takes guts.

Of course, it’s not perfect—the pacing dips here and there, and some jokes stretch a bit too long—but overall the series is entertaining, gutsy, and full of moments that had me laughing out loud.

Aryan Khan has made a debut that is fearless, filmy, and fun. If you’re a Bollywood fan who enjoys drama, satire, and plenty of star power, this is a must-watch.

⭐ My rating: 4/5 – for its boldness, brilliant cameos, and unapologetic style.","You and 9 other people found this helpful.","9 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUEOf1g-sx78FuvoYXFw5F2SdT6n1yOJHS684TkZHsllfzObHz8iw=s128-w32-d-h32-cc-rp","Priyanka Panda","a week ago","Badass of Bollywood is a series that lives up to its name—full of swagger, drama, and those fun, unpredictable twists that keep you binge-watching. It’s like a cocktail of everything we love about Bollywood: the style, the attitude, the larger-than-life moments, and just the right pinch of madness.

What really stands out is Aryan Khan’s work. For a debut, he’s done a stellar job in bringing this edgy, bold vision to life. The storytelling feels fresh, slick, and unapologetically filmy—exactly the kind of experiment Bollywood fans have been waiting for.

The series isn’t about perfection; it’s about vibe. And the vibe here is pure entertainment with a badass punch. Drama, glamour, action, and a dash of wit—it’s all mixed in just right.

Kudos to Aryan Khan for pulling off something this ambitious. The future of Bollywood storytelling feels exciting with voices like his stepping in.

But so many stars present and the credit no doubtebly goes to the Badshah of Bollywood none other than Shah Rukh Khan.❤️","You and 11 other people found this helpful.","11 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXkqMlJfFwNbAwmJls1bU2UolYQfub-DLZ-DEcJrZBL7hrCrTGcoA=s128-w32-d-h32-cc-rp","PREETI SATISH SHETTY","a week ago","B***** of Bollywood* turned out to be a complete surprise package. Aryan Khan’s first outing as a director is sharp, fearless, and way more polished than anyone could have imagined. He’s managed to blend satire, quirky humor, and dark undertones into a story that feels fresh and entertaining from start to finish. The pacing is crisp, the music works, and the writing has enough bite to keep you hooked.

The casting is spot-on—Lakshya Lalwani and Raghav Juyal share fantastic chemistry and deliver some of the funniest scenes, while Imran Hashmi’s entry lifts the energy instantly. Veterans like Bobby Deol and Manoj Pahwa add depth, and the cameos are clever, never forced.

What really stands out is Aryan’s confidence behind the camera. He’s taken a risky subject and turned it into something fun, stylish, and surprisingly layered. For a debut, this is a huge win. Definitely worth a binge.","You and 5 other people found this helpful.","5 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKbdJnCj9Ie2t_7Meu8f-dN1dJFdcCOSgkanLz2rhb35uQmUQ=s128-w32-d-h32-cc-rp","Nike Sb","3 days ago","It appears there's a recent web series or movie called The Ba*ds of Bollywood, directed by Aryan Khan. Here's a review based on what's being discussed:
The Ba*ds of Bollywood has been a buzz-worthy project, largely due to its director, Aryan Khan. The series is a mixed bag, offering some entertaining moments but also falling into familiar and ""seen-before"" tropes of the film industry.
What Works:
 * Meta Humor and Tributes: The series is filled with self-referential jokes and ""meta humor"" that seem to be a hit with audiences, particularly Gen Z. It includes nods to iconic moments from Shah Rukh Khan's career and makes fun of the industry's stereotypes.
 * Cameos: High-profile cameos from stars like Shah Rukh Khan, Salman Khan, and others are a major draw. Shah Rukh's appearance is particularly noted as a highlight.
 * Performances: The supporting cast, including Manoj Pahwa and Mona Singh, have been praised for their performances. Bobby Deol's role has also been a pleasant surprise for many viewers.
 * Insider's Perspective: The series attempts to give an inside look at the Bollywood industry, addressing topics like nepotism, the ""movie mafia,"" and the pressures of fame.
What Doesn't Work:
 * Tonal Confusion: Some critics point out a confusion in the series' tone. It's unclear whether it's genuinely satirizing the industry or simply using stereotypes to tell a predictable story.
 * Predictable Plot: The story is stretched out over seven episodes and often feels like a collection of cliches. Many feel it could have been a much tighter film. The main narrative lacks a compelling arc and can be tedious to watch at times.
 * Over-reliance on Cameos: While the cameos are a highlight, some argue that the series heavily relies on them and other self-digs to compensate for a weak script and uninspired storytelling.
 * Weak Writing: The screenplay is often criticized for being sluggish, with dialogues that are not always effective. The humor, while appreciated by some, is seen as dated and not ""self-aware"" enough by others.
Overall:
The Ba*ds of Bollywood is a series that aims for a sharp, satirical take on the Hindi film industry. While it succeeds in parts, particularly with its insider jokes and high-profile cameos, it often falls short due to a weak, overstretched plot and a lack of a clear, coherent vision. It's the kind of show that will likely appeal to fans who enjoy ""brain rot"" cinema—a term used by some to describe content that is nonsensical but fun to watch due to its outrageous and illogical nature. If you're looking for a serious, well-crafted drama, this might not be it, but if you're in the mood for a fun, over-the-top ride with plenty of insider references, it might be worth a watch.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjU-u1esuKtjD6UfJFCkcrmI-qqIpGSVoxDi7dF-_euUdMQ0gC0K=s128-w32-d-h32-cc-rp","mahamud hasan tonmoy","6 days ago","The Ba**ds of Bollywood was an absolute delight to watch! From start to finish, it kept me hooked without a single dull moment. The way it blends satire, comedy, and drama to showcase the glamour, politics, and egos of Bollywood feels fresh and highly entertaining.
Aryan Khan’s direction is outstanding — stylish visuals, sharp dialogues, and great use of music make the series shine. The cast delivered solid performances, especially Lakshya Lalwani, Saher Bambba, and Bobby Deol. And of course, the cameos by Shah Rukh Khan, Aamir Khan, and Ranbir Kapoor took it to another level.
What I loved most is that beyond the entertainment, the series also reflects on some real issues within the film industry in a witty way.
If you love Bollywood, this series is a must-watch. For me, it’s one of the best shows Netflix has offered recently and has instantly become a favorite.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjU7ODQT4RtHdPEFSVX0zoKgB4tqjiefwOBxM8XODm8wSQsYrhqOSw=s128-w32-d-h32-cc-rp","Vighnesh Khale","a week ago","The Ba*****s of Bollywood (The B**.o.B.) is a refresher amidst the chaos of 'sex and bloodbath only' content. It has tashan and jashan about Bollywood at equal level. Sometimes it takes jabs at B-Town, while sometimes it shows its vulnerable moments. We expect Red Chillies Entertainment to bring us a top product and they had delivered as always. From the very begining to the very end, all actors have performed their heat out with ease. Most of them are experienced actors and they live upto their reputations. And the newcomers also shine bright. Debutant writer/director Aryan has done very good job along with his fellow creatives to bring a banger. The special effects department has done amazing job. Especially in the opening montage when , Aasmaan does his stunt and is mid-way through air. That was flexing of their abilities to do VFX and rightfully so. Kudos to editors for apt cuts and saving audience's time. All music pieces hit the heart well and fine. And the cameos are like cherry on the cake. Now the question is, if this series gets another season, who we can expect next to appear? But before that let's hope for a second season. Especially because now we know the well kept secret and wants to know more about what happens with our hero and his gang. And in case you haven't watched this series and wondering what you just read, just go and watch and have a nice time.","You and 6 other people found this helpful.","6 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXI0deKY8h6FxHUE1Mv05yh9SifELL0pjl6l011IYcUVyrkPGE-=s128-w32-d-h32-cc-rp","Varun Mishra","a week ago","The Bads of Bollywood – A Must-Watch Web Series!

The Bads of Bollywood is an absolute gem for anyone who loves gripping storytelling, bold performances, and a raw peek into the untold side of the industry. The series doesn’t shy away from showing the dark, dramatic, and sometimes shocking truths of Bollywood, yet it does so with brilliant direction, sharp writing, and impactful dialogues.

Each episode is crafted with suspense and depth, keeping you hooked till the very end. The cast delivers stellar performances, and the production quality makes it feel no less than a big-screen experience. What sets this series apart is how realistically it portrays ambition, glamour, and the price people pay behind the spotlight.

If you’re looking for a binge-worthy series with drama, intensity, and authenticity, The Bads of Bollywood deserves nothing less than 5 stars. Truly one of the best web series to come out recently!","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUBCbQx6tnyMLxlfWKlmOHgPZXxv9vjrqPIqgHV0OsNO13ks_GFvA=s128-w32-d-h32-cc-rp","Mukz Ali","a week ago","Hands down the best Bollywood show I’ve watched this year! 🎬 It’s fresh, satirical, full of Easter eggs, sharp humour, and feels like Aaryan Khan’s bold statement to the industry.

The performances are spot on – Lakshaye Lalwani shines as Aasmaan, Raghav steals the show with his perfect comedic timing, and Sahher Bambba nails her role as Karishma. Add Bobby Deol, Mona Singh, Manoj Pahwa, and fun cameos – it’s a treat all around.

Great pacing, witty dialogues, slick action, surprise cameos, and a finale twist that will blow your mind.

A solid and Absolutely worth watching – if you love Bollywood, don’t miss this one!","You and 1 other person found this helpful.","1 person found this helpful."
