"wA1Bge src","FmcO7b","vWB2ve","T7nuU","tEJZ0b","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a-/ALV-UjUK9sdWwMEjEe2si2rvcIQ-TsI7uZyQpAIwgHV11uwq3jnU0sK8=s128-w32-d-h32-cc-rp","Bethany Rasco","5 months ago","Ok, so I don’t post reviews usually but after watching this I had to. Right now this movie is getting absolutely destroyed on the internet. I do admit I thought it would be better when it was first announced but it is not as bad as the internet is ripping it apart. If this was for my age group, I would give it a 2. I have young family members that enjoyed it. The outfits leave much to be desired but it emphasizes that beauty is within because snow white does get more beautiful throughout. Rachel","More","Ok, so I don’t post reviews usually but after watching this I had to. Right now this movie is getting absolutely destroyed on the internet. I do admit I thought it would be better when it was first announced but it is not as bad as the internet is ripping it apart. If this was for my age group, I would give it a 2. I have young family members that enjoyed it. The outfits leave much to be desired but it emphasizes that beauty is within because snow white does get more beautiful throughout. Rachel would have looked better with little one more inch of hair or curl. The dwarfs are my favorite but I would have enjoyed it more if they were real people. The “prince” had good character development and I could get over the fact that his a bandit and not a real prince but I wish he was😒 Rachel and Gal are talented there is no doubt but no one could really tell in the film. I never thought there could be anti-chemistry between actors but man Rachel and Gal should never share a screen ever again. Both of their individual scenes were fine and I knew both are good actors because I have seen them in other movies. When they were in scenes together, I struggled not to rip my eyes out. It was almost comedic because they acted like the other smelled or ran over their dog. Which you would think would be good for characters that are enemies but it wasn’t like they hated each other it was like they both made each other uncomfortable. This is fair due to the difference in political opinions and in general people don’t perform their best when they are uncomfortable. The bandits was a cute idea that I enjoyed and the love story was cute. Overall, the whole movie was an amazing idea that was poorly executed. Snow White is my favorite Disney princess and I wish they did it justice. But, if you look at it as a separate film and something that would be on Disney junior for kids. It’s a good movie. I would tell people to watch it draw their own opinions and not just listen to main stream media because I think most kids would genuinely enjoy the film.","You and 7 other people found this helpful.","7 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocI6Y4oJteE9jABXQWJ_6C90X9PwHpvHMmnmIgu-fB3NrSyDiQ=s128-w32-d-h32-cc-rp","Katie Anderson","5 months ago","This was my FAVORITE live action Disney 
movie!!! Its literally the perfect movie!! I don't understand any of the hate or negative reviews... Mob mentality is toxic. People need to actually go see the movie and think for themselves. There is absolutely no reason to dislike the film. This movie was visually stunning, perfectly cast, and the cgi was incredible!! I enjoyed all of the music, Rachel's voice is incredible and she's a very talented young actress. People need to chill and stop hating on","More","This was my FAVORITE live action Disney 
movie!!! Its literally the perfect movie!! I don't understand any of the hate or negative reviews... Mob mentality is toxic. People need to actually go see the movie and think for themselves. There is absolutely no reason to dislike the film. This movie was visually stunning, perfectly cast, and the cgi was incredible!! I enjoyed all of the music, Rachel's voice is incredible and she's a very talented young actress. People need to chill and stop hating on her. She has a right to her views and she doesn't deserve such harsh criticism and backlash. This film didn't disappoint at all. I saw this with a friend and we both were completely drawn in and captivated from beginning to end. You can feel the love, talent and hard work and endless effort that was put into making this incredible film. It has a very powerful message too, as all Disney movies are so good at portraying. And yes, it's good to tweak things today. The ending won't disappoint. This movie will make you feel all the emotions Laughing,  crying,  fear, heart warming... it takes you on a journey. And Snow White truly is a powerful princess. And she had that power within herself all along. This movie was a 10 out of 10 and deserves all the LOVE we can give it!!!!","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLy1CsJxOYbUGEu2VDHtCvnUg8AQfKHsJsMUeiN_aEW_Zpk0Q=s128-w32-d-h32-cc-rp","Aika Mcclaskey","6 months ago","The new Snow White movie is an absolute masterpiece, blending breathtaking visuals, compelling storytelling, and a stellar performance by the lead actress. She embodies Snow White with grace, charm, and a powerful singing voice that brings a fresh and captivating energy to the role.

From the stunning cinematography to the beautifully crafted set designs, every detail immerses the audience in a magical world. The supporting cast also shines, adding depth and heart to the story while staying true","More","The new Snow White movie is an absolute masterpiece, blending breathtaking visuals, compelling storytelling, and a stellar performance by the lead actress. She embodies Snow White with grace, charm, and a powerful singing voice that brings a fresh and captivating energy to the role.

From the stunning cinematography to the beautifully crafted set designs, every detail immerses the audience in a magical world. The supporting cast also shines, adding depth and heart to the story while staying true to the essence of the beloved classic.

The film balances nostalgia with a modern touch, making it enjoyable for both longtime fans and new audiences. The music is particularly outstanding, with the lead actress delivering emotionally rich and powerful performances that give life to the film’s most memorable moments.","You and 32 other people found this helpful.","32 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVQe4Ab4iP3ZDj4UgiXvmOaSVaqeSE1gDJI_FZoDQ2dCHVVG_G9=s128-w32-d-h32-cc-rp","Amabel Barlow","2 months ago","Watched this remake of this Disney classic and it was great 10/10! Very interesting retelling of the Disney classic, fantastic cast and the new songs including classic ones were lovely too. I found the newer versions of Heigh-Ho and Whistle While You Work very fun. Plus Dopey speaking for the 1st time... WOW!

Rachel Zelger did a great job being Snow White, she's been doing so far as an actress an amazing job since in her film debut Steven Spielberg's West Side Story. Her singing voice is amazin","More","Watched this remake of this Disney classic and it was great 10/10! Very interesting retelling of the Disney classic, fantastic cast and the new songs including classic ones were lovely too. I found the newer versions of Heigh-Ho and Whistle While You Work very fun. Plus Dopey speaking for the 1st time... WOW!

Rachel Zelger did a great job being Snow White, she's been doing so far as an actress an amazing job since in her film debut Steven Spielberg's West Side Story. Her singing voice is amazing plus her solo Waiting On A Wish.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUUZ5DbjD0deKwSo5XR5CP2LTsPK5fFMYtJfZhhTPiB74hcmKGc=s128-w32-d-h32-cc-rp","Pixel Bloodbath","6 months ago","Disney’s 2025 live-action adaptation of Snow White, starring Rachel Zegler as Snow White and Gal Gadot as the Evil Queen, has received mixed reviews from critics and audiences alike. ￼

Critical Reception:
	•	The Guardian described the film as “toe-curlingly terrible,” criticizing its execution and performances.  ￼
	•	IGN offered a more favorable view, calling it “the best Disney live-action remake in a decade,” praising Zegler’s portrayal of Snow White while noting issues with the CGI character","More","Disney’s 2025 live-action adaptation of Snow White, starring Rachel Zegler as Snow White and Gal Gadot as the Evil Queen, has received mixed reviews from critics and audiences alike. ￼

Critical Reception:
	•	The Guardian described the film as “toe-curlingly terrible,” criticizing its execution and performances.  ￼
	•	IGN offered a more favorable view, calling it “the best Disney live-action remake in a decade,” praising Zegler’s portrayal of Snow White while noting issues with the CGI characters.  ￼
	•	Rotten Tomatoes reports a 44% approval rating, indicating a lukewarm response from critics.  ￼

Box Office Performance:

The film opened with $43 million domestically, totaling $87.3 million worldwide during its opening weekend. This is below expectations, considering its production budget of approximately $250 million.  ￼

Audience Feedback:

Viewer reactions are divided. Some appreciate the modernized take on the classic story and Zegler’s performance, while others criticize the film’s deviations from the original narrative and the quality of visual effects. A Reddit user noted, “This is a simple story that anyone can understand and enjoy, with a cheer-worthy lead and some catchy, if unmemorable, new songs.”  ￼ ￼

Controversies:

The film has faced several controversies, including debates over casting choices and political statements made by the lead actresses. These issues may have influenced public perception and contributed to its underwhelming box office performance.  ￼

Conclusion:
This movie was genuinely ass I’m glad it flopped 😍😍🤭🤭🤭🤭","You and 16 other people found this helpful.","16 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjV37pLY2OogEKBUYd9udOvg-C9b31Rja08pnNBJ3COgqNysrUX2=s128-w32-d-h32-cc-rp","Jonas Uytterhoeven","5 months ago","🎬✨ Review: Snow White 2025 ✨🎬

This movie really surprised me! Rachel Zegler brings Snow White to life beautifully, and her singing voice made it complete. Especially Waiting On A Wish, the new song, is done beautifully. Whistle While You Work also remains a wonderful classic! 

An interesting twist is the character Jonathan, played by Andrew Burnap - not a prince, but a bandit and Snow White's love interest. That gave the story a fresh, exciting dynamic! 

And of course, Gal Gadot as the Evil","More","🎬✨ Review: Snow White 2025 ✨🎬

This movie really surprised me! Rachel Zegler brings Snow White to life beautifully, and her singing voice made it complete. Especially Waiting On A Wish, the new song, is done beautifully. Whistle While You Work also remains a wonderful classic! 

An interesting twist is the character Jonathan, played by Andrew Burnap - not a prince, but a bandit and Snow White's love interest. That gave the story a fresh, exciting dynamic! 

And of course, Gal Gadot as the Evil Queen... what a fantastic performance! Her jealousy and evil jump off the screen. She plays a rock-solid villain who really makes an impression. 

Despite all the commotion surrounding the film, I enjoyed it immensely. This is without a doubt one of the best remakes to date!","You and 8 other people found this helpful.","8 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocILE_GnyoHZwsImmMNSAi7De77LAChZNyj7cCMboycamnzsBw=s128-w32-d-h32-cc-rp","Dylan Johnson","6 months ago","Disney’s latest live-action disaster, Snow White (2025), is less a retelling of a classic and more an ideological cudgel wrapped in tinsel and glitter. Once a beloved tale of innocence, virtue, and redemption, Snow White has been gutted and repackaged as a soulless, agenda-driven spectacle dripping with communist propaganda and anti-Western sentiment.

Gone is the original message of grace, humility, and moral fortitude. In its place is a walking, talking political pamphlet that preaches the vir","More","Disney’s latest live-action disaster, Snow White (2025), is less a retelling of a classic and more an ideological cudgel wrapped in tinsel and glitter. Once a beloved tale of innocence, virtue, and redemption, Snow White has been gutted and repackaged as a soulless, agenda-driven spectacle dripping with communist propaganda and anti-Western sentiment.

Gone is the original message of grace, humility, and moral fortitude. In its place is a walking, talking political pamphlet that preaches the virtues of collectivism and class warfare under the guise of “empowerment.” Snow White, once the gentle and kindhearted heroine whose goodness triumphed over evil, has been reimagined as a bitter, insufferable revolutionary with a chip on her shoulder and a disdain for tradition, family, and men.

The dwarfs? Don’t call them that. The seven iconic characters, who symbolized hard work, individuality, and camaraderie, have been replaced with an arbitrary, diverse assortment of characters whose only shared trait is their hatred for hierarchy and merit. They don’t mine jewels anymore, that would be capitalist exploitation. No, now they form a commune, where no one works, everyone shares, and somehow magic provides. It’s a utopia straight out of Das Kapital.

The prince, once a symbol of love and sacrifice, is now a footnote, a clumsy, emasculated side character whose only role is to be lectured by Snow White about “toxic masculinity” and “patriarchal systems.” There’s no romance, no virtue, no joy, only resentment, entitlement, and lectures that sound more like they were pulled from a freshman gender studies syllabus than a fairy tale.

The Queen, traditionally a cautionary tale of vanity and sin, is now portrayed with far more nuance and sympathy than Snow White herself. In fact, one could be forgiven for thinking the film secretly sides with the Queen, at least she has clear motives and some charisma. Snow White just stomps around declaring herself a “leader” while insulting everyone who came before her.

Visually, the film is dark, gray, and sterile, fitting, perhaps, for its political overtones. The magic is gone. The wonder is dead. All that remains is a cold, collectivist sermon thinly veiled as family entertainment.

Disney has abandoned storytelling in favor of social engineering. Snow White (2025) is not a film; it’s a manifesto. It is a grotesque insult to its source material, its audience, and the values that once made Western storytelling beautiful.

If you’re looking for joy, truth, or even just decent entertainment, avoid this cinematic gulag at all costs. Snow White (2025) is the fairest in the land only if the land is North Korea.","You and 11 other people found this helpful.","11 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjX93nD4Z_VYXaXukUfP4Uvz9HtxpUNOwSaNUT9MsnKpu1v-W5U=s128-w32-d-h32-cc-rp","big playa (BIG)","6 months ago","Another unimaginative Disney film remake that is just a low-quality, joyless cash grab, whose only purpose is to easily generate money due to name recognition. And I don’t think their goal worked out very well this time.

If it were just a mediocre remake that follows the premise of the original film, it could have done well. But instead, they had to put their woke twist on the story. Her name is not Snow White because her skin is white, but because she was born on a snowy day. Then, instead of","More","Another unimaginative Disney film remake that is just a low-quality, joyless cash grab, whose only purpose is to easily generate money due to name recognition. And I don’t think their goal worked out very well this time.

If it were just a mediocre remake that follows the premise of the original film, it could have done well. But instead, they had to put their woke twist on the story. Her name is not Snow White because her skin is white, but because she was born on a snowy day. Then, instead of doing the kind act of cleaning the cottage for the seven dwarves like in the original film, the new twist is that she teaches the dwarves to clean their own house— not a good guest. Additionally, instead of being the fairest of them all because of her skin tone, she is described as the fairest of them all because it is her mission to bring a communist utopia to the kingdom. I don’t think that worked out for the other places that tried it—good thing they cut the movie before we could see the long-term effects of a crippled nation.

Last thing is that they refused to hire little people to act as the dwarves—as if it isn’t hard enough for them to find jobs, they had to prevent them from getting the one role they are perfect for.

Oh, and also, Jonathan Prince Charming’s got it all wrong. He should have been going for the evil stepmother ( Gal Gadot) as his love interest rather than Snow White.


While Gal Gadot is a beautiful actress, she doesn't quite pull off the villain role. A woman like her just doesn’t seem threatening, and that’s not meant as a compliment—she didn’t convincingly portray the menace required for the character, which demonstrates limits to her acting abilities.

As for Rachel Zegler, she outshone Gal Gadot in some ways, but her portrayal of Snow White was not good. At times, she showed more anger than elegance, which didn’t fit the character. Snow White should have been more graceful and composed.

Before I finish, I must mention how the two main actors in this film managed to piss off both Israeli and Palestinian supporters, by having Rachel Ziegler, an outspoken supporter of Palestine, and Gal Gadot, a proud Israeli woman. But I don’t blame the casting director for thinking they would cancel each other out and nobody would be upset. Maybe if they spared normal-minded, anti-woke individuals, which was the bigger problem, then a conflict in the Middle East would not have been the nail in the coffin and wouldn’t really affect the amount of tickets sold.

Welp, you get what you deserve. I give this woke propaganda film a 1-star rating. I would have given it zero, but we know how this works. Hopefully, creativity becomes a thing again at some point.","You and 36 other people found this helpful.","36 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXtWuSuZkh_xGSJapiTITeAQKiJ5Xlq-o5Sut5c22BgFwjU2AxQJw=s128-w32-d-h32-cc-rp","Lauren","6 months ago","It was a cute movie. 

The changes they made from the original animation made the story more linear than the original. 

The CGI animals were far better than the Lion King ""Live Action"" movies they remade recently. It was fun to see the animals had the Disney whimsy to them, instead of just uncanny-valley ""fake -live"" animals. The CGI gave them more emotion and added to the fantasy side of the story. 

I went in expecting to hate the dwarves CGI, but with the whimsical animals next to them, it m","More","It was a cute movie. 

The changes they made from the original animation made the story more linear than the original. 

The CGI animals were far better than the Lion King ""Live Action"" movies they remade recently. It was fun to see the animals had the Disney whimsy to them, instead of just uncanny-valley ""fake -live"" animals. The CGI gave them more emotion and added to the fantasy side of the story. 

I went in expecting to hate the dwarves CGI, but with the whimsical animals next to them, it made it feel more like they belong there.

The actors and actress did good, and we fun to watch. They had great voices. 

The costuming crew went so hard on the Queen's costuming and I can't imagine how heavy some of those costumes were but they looked great on set. Every outfit the queen had on was amazing. 

I wasn't really expecting much when I went into this movie since I'm not a die-hard OG snow white fan, but I liked it.","You and 22 other people found this helpful.","22 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUefdwr25Bb5hLQ0hDF44oe-t4IrwJyMiIgPiqsNNpdjw2nuwPg=s128-w32-d-h32-cc-rp","Alicia J","5 months ago","Ahhh, this film was great in my opinion

Whistle while you work and Hi Ho has been stuck in my head for the last few months since the release of this movie haha! It got me whistling and humming lol

The actual movie itself was very memorable, the songs were good, I liked the storyline, and overall it was all good to be honest!

I liked the storyline :) Visuals we're really good, I had a good time in the cinema with my little sister watching this! I would still recommend people watch it despite w","More","Ahhh, this film was great in my opinion

Whistle while you work and Hi Ho has been stuck in my head for the last few months since the release of this movie haha! It got me whistling and humming lol

The actual movie itself was very memorable, the songs were good, I liked the storyline, and overall it was all good to be honest!

I liked the storyline :) Visuals we're really good, I had a good time in the cinema with my little sister watching this! I would still recommend people watch it despite what most people say about it.

It's a bit long, but I was enjoying it so much that I didn't even realise the time haha!","You and 5 other people found this helpful.","5 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjU4HlfIDbV5DPVbk725UPZqRH6S3hb1WobzDsFbYJiU88lbY-7w=s128-w32-d-h32-cc-rp","MADISON STRICKER","6 months ago","Edit: I just saw all the 1 star spamming that had me dying of laughter, also the few 5 star people are clearly liberal gen alpha skibidi toilet people who have no idea about any American history, instead they watch their tiktok because their life stinks. Guys MAKE THIS THE MOST HELPFUL REVIEW SO THIS GOES ON TOP FOR EVERYONE TO SEE(if I could I would give this movie a 0) Please keep adding the 1 star reviews guys. also the comments are so savage lol OK SO..

 first of all, all the few people giv","More","Edit: I just saw all the 1 star spamming that had me dying of laughter, also the few 5 star people are clearly liberal gen alpha skibidi toilet people who have no idea about any American history, instead they watch their tiktok because their life stinks. Guys MAKE THIS THE MOST HELPFUL REVIEW SO THIS GOES ON TOP FOR EVERYONE TO SEE(if I could I would give this movie a 0) Please keep adding the 1 star reviews guys. also the comments are so savage lol OK SO..

 first of all, all the few people giving 5 stars have got to be AI because what some of these people are saying is actual garbage. Guys, please don't give this movie any money and save it by watching the actual goated OG 1937 snow white. 

The way they changed the plot thinking that this is what audiences of today want to see lol is hilarious. Nobody wants to see ""empowered women"" with no romance, and no happy fairytale with a guy. Like what are they trying to teach this generation? That woman can't strive to have a man in her life? To be in love? To be protected? I'm a teenage girl and I definitely want a guy in my life to save and protect me when I'm older like hello? 

My friends who went go to see how bad it was today in the theater said that people were walking out and not coming back LOL, and the little girl next to them kept asking her dad why Snow White looked like lord farquad >D Thats so savage yet so true. Disney truly messed up big time, ruining our childhood shows and movies just like how they messed up Star Wars with ""Acolyte"" Like disney, why cant you just RE-RELEASE the OG snow white in theaters as like a special anniversary thing that people actually want to see. Disney stop trying to enforce this idea of empowerment, no romance, and all the modern stuff. Nobody wants modern. We want classic 1900s and early 2000s because those times were clearly good. (and this is coming from me being born in 2008. That should be telling disney something that even Gen Z hates this so much.) But yeah, disney please stop and go back to the way it was before 2019.","You and 739 other people found this helpful.","739 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWE8rzsrA9mZCs01QvXyGNsoRpgCKA_corHlaDEl2_nDx3-eCJp=s128-w32-d-h32-cc-rp","Jessica Dowell","3 months ago","I don't know why this movie doesn't have a higher rating. This remake had fantastic musical numbers, a wholesome message, and an empowering female lead. It managed to get all the Hallmarks of the original film in while still making it palatable for a modern audience and without being annoyingly preachy about it. I loved the angle they took on being ""the fairest of them all"", they way they turned ""Whistle while you work"" into an empowering scene for Dopey and a way to give him a voice. 

Snow Whi","More","I don't know why this movie doesn't have a higher rating. This remake had fantastic musical numbers, a wholesome message, and an empowering female lead. It managed to get all the Hallmarks of the original film in while still making it palatable for a modern audience and without being annoyingly preachy about it. I loved the angle they took on being ""the fairest of them all"", they way they turned ""Whistle while you work"" into an empowering scene for Dopey and a way to give him a voice. 

Snow White is not only about about finding your voice, but about using it to speak up for the vulnerable which is a hugely important message for today!

Beautiful beautiful storytelling all around. The opening scene made me cry.

Rachel Zegler deserves all the accolades for her performance!","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUeL4y83v_Xlk1wbB67OLx2nJUtTtyM7L-y4xcsWLAxSDGLC_6m=s128-w32-d-h32-cc-rp","Elham","6 months ago","1.	No Dwarfs, No Magic
The iconic seven dwarfs are replaced with a diverse group of random people, stripping away the fantasy charm and making it feel like a different story entirely.
	2.	Snow White Isn’t White?
The lead actress, while talented, looks nothing like the fairytale character famously described as having “skin as white as snow.” It feels like the movie is trying to rewrite the character for political correctness rather than staying true to the source.
	3.	Too Much Woke, Not Enough Wo","More","1.	No Dwarfs, No Magic
The iconic seven dwarfs are replaced with a diverse group of random people, stripping away the fantasy charm and making it feel like a different story entirely.
	2.	Snow White Isn’t White?
The lead actress, while talented, looks nothing like the fairytale character famously described as having “skin as white as snow.” It feels like the movie is trying to rewrite the character for political correctness rather than staying true to the source.
	3.	Too Much Woke, Not Enough Wonder
The film is soaked in modern political messaging—girlboss empowerment, anti-prince sentiment, and rejection of classic romantic tropes. It forgets it’s a fairytale.
	4.	Cringeworthy Dialogue
The script is filled with lines that sound more like TikTok quotes than a timeless story. Dialogue often feels forced, preachy, or laughably out of place.
	5.	Zero Chemistry
Romantic or otherwise, the characters lack believable connections. The charm, warmth, and heart of the original are gone.
	6.	Dull Visuals
For a Disney film, it’s shockingly lifeless. CGI is flat, colors are muted, and nothing looks magical. It’s more like a low-budget fantasy drama than a major fairytale remake.
	7.	Prince Erased
Instead of evolving the prince character, they nearly erased him. There’s no romance, no rescue, and no emotional payoff. What’s left is hollow.
	8.	Snow White’s Personality Overhaul
Instead of being kind, gentle, and hopeful, the new Snow White comes off as bitter, sarcastic, and too proud to believe in love. She’s less of a heroine and more of a lecture.
	9.	Bad Pacing, Boring Plot
The movie drags. Key scenes are rushed, others linger too long, and there’s no real tension or emotional stakes to keep viewers invested.
	10.	Disrespect to the Original
Instead of honoring the 1937 classic that launched Disney’s empire, this version mocks it. The original values are discarded in favor of modern commentary.

Final Verdict:
The new Snow White is less of a remake and more of a complete reinvention—and not in a good way. It feels like a hollow, politically driven rebranding of a classic, with none of the magic, love, or charm that made the original beloved for generations.

1/5 stars. Would rather rewatch the animated original ten times.","You and 48 other people found this helpful.","48 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVbktQVO4axF58zm0zSZ07rQTWE4YPlXmI-wlsuoZJyAzgpf7br=s128-w32-d-h32-cc-rp","Criminy Chicken","6 months ago","A user that goes by Moo Smith posted an absurdly ridiculous review that left THE START AND END of an ai chat in it. If you look in the 5 star reviews you'll find it.

Now I'm no super genius, but who in their right makes an AI review a movie that they quote to watch??? I suspect that half if not all of the 5 star reviews are fake now and any hope of taking them seriously is gone.

If for some reason it goes ""missing"" then fear not, as you can read it here: 


Certainly! Here's a glowing review f","More","A user that goes by Moo Smith posted an absurdly ridiculous review that left THE START AND END of an ai chat in it. If you look in the 5 star reviews you'll find it.

Now I'm no super genius, but who in their right makes an AI review a movie that they quote to watch??? I suspect that half if not all of the 5 star reviews are fake now and any hope of taking them seriously is gone.

If for some reason it goes ""missing"" then fear not, as you can read it here: 


Certainly! Here's a glowing review for Disney's *Snow White*: --- Disney's *Snow White* breathes fresh life into the classic fairytale with a blend of breathtaking visuals, heartfelt performances, and an enchanting narrative. From the very first scene, the film captivates audiences with its stunning cinematography, vivid colors, and richly designed costumes that transport viewers into a magical world. The reimagined story strikes a perfect balance between honoring the spirit of the beloved 1937 animated classic and introducing modern themes that resonate with contemporary audiences. The characters are thoughtfully developed, with Snow White herself shining as a relatable and inspiring protagonist. The supporting cast brings humor, warmth, and depth to the tale, creating a beautifully layered ensemble. A highlight of the film is its musical score, which effortlessly weaves together new, emotionally stirring songs with nods to the iconic melodies that have long been cherished by fans. The result is a soundtrack that enhances the story's emotional impact and lingers in the audience's memory. Disney's *Snow White* is a triumph of storytelling and artistry, appealing to both nostalgic fans of the original and a new generation discovering the tale for the first time. It's a cinematic experience that reminds us of the enduring power of courage, kindness, and believing in our own strength. ---","You and 10 other people found this helpful.","10 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJJjul9d6MLoY7G0d2e_gFLUVY0NEMFt7-ho2gqncUZcUPg=s128-w32-d-h32-cc-rp","Jade Axton","3 months ago","I went into the new live-action Snow White with an open mind — hoping for a fresh take that honoured the heart of the original. Unfortunately, what I watched was not just disappointing, it was completely soulless. The magic, warmth, charm, and detail that made the original animated film beloved for generations has been replaced with a hollow, uninspired attempt at modernisation that completely misses the point.

Let’s start with the acting — wooden, over-exaggerated, and emotionally flat. There","More","I went into the new live-action Snow White with an open mind — hoping for a fresh take that honoured the heart of the original. Unfortunately, what I watched was not just disappointing, it was completely soulless. The magic, warmth, charm, and detail that made the original animated film beloved for generations has been replaced with a hollow, uninspired attempt at modernisation that completely misses the point.

Let’s start with the acting — wooden, over-exaggerated, and emotionally flat. There was no depth to the performances, and any attempt at sincerity was buried beneath awkward line delivery and overdone musical numbers. Why this had to be turned into some over-the-top, forced musical is beyond me. Instead of subtle charm and gentle humour, we were bombarded with forgettable songs that did little to move the story forward or enrich the characters. It felt like a cheap imitation of Broadway rather than a respectful tribute to a classic.

Most unforgivably, the live-action film guts the soul of the original story. All the rich detail — the scenes that made Snow White and the Seven Dwarfs feel like a fairy tale come to life — are simply gone.

Where are the forest animals that helped Snow White clean the cottage? Gone. Where is the heartwarming scene of her lovingly preparing dinner and tidying the dwarfs' chaotic home? Replaced with nothing of substance. 

In the original, we saw her sweeping, dusting, and even washing tiny clothes with the help of the birds and deer — it was whimsical and endearing. In this version, none of that remains. The sense of Snow White building a life and bond with the dwarfs through kindness and care is completely lost.

The charming sequence of the dwarfs returning home to a spotless house, their cautious curiosity turning to surprise, and then joy, is one of the most memorable scenes in the original. Gone. So is the classic moment where they find Snow White asleep across their beds, curled up like a child — a beautiful moment of innocence and vulnerability. Instead, we’re offered shallow interactions and no meaningful development of their relationship.

Even the most iconic lines are missing or reworded into bland nothingness. “Skin as white as snow, lips as red as blood, hair as black as ebony” — a poetic and powerful moment from the Magic Mirror — is nowhere to be found. What we get instead is a watered-down version that lacks any of the original’s mystique or drama.

And the Queen? Once a menacing, glamorous villain with genuine gravitas, is now reduced to a caricature with little menace and zero elegance. The transformation scene — where she becomes the old witch — one of Disney’s most haunting and legendary moments, is entirely underwhelming here, if not completely ignored.
Disney has clearly tried to repackage Snow White into something more “modern,” but in doing so they’ve stripped it of everything that made it timeless. 

There's no heart, no enchantment, and absolutely no reverence for the story’s emotional core. It’s not an update — it’s an erasure.

This didn’t feel like Snow White. It felt like a parody that doesn’t understand why the original mattered in the first place. An utterly joyless experience that, frankly, I hope children skip in favour of the 1937 masterpiece — where the magic, warmth, and wonder still live on.
1/5 stars. A tragic waste of potential. If I could rate lower! I would","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKjV4VBh73MWJ1op3OdjAfaZwZIoZZgyj2RVjXPd7Zr9PGo1g=s128-w32-d-h32-cc-rp","Kevin Kilroy","5 months ago","I saw this movie today with my wife and grandchildren who are 6 and 4 years old. The children did not move for over 2 hours so it had their attention. The costumes, singing, and dancing were excellent as was the fast pace of the story and the action scenes. The gal that played Snow White has an excellent voice and sang with enthusiasm and grace. My wife and I are young 70 year olds whose circle of friends consists mostly of our 3 kids who are in their early 40's and their 30 to 40 friends so we","More","I saw this movie today with my wife and grandchildren who are 6 and 4 years old. The children did not move for over 2 hours so it had their attention. The costumes, singing, and dancing were excellent as was the fast pace of the story and the action scenes. The gal that played Snow White has an excellent voice and sang with enthusiasm and grace. My wife and I are young 70 year olds whose circle of friends consists mostly of our 3 kids who are in their early 40's and their 30 to 40 friends so we relate to several generations well..the reason I say this as we have seen a lot of movies through the years and this movie in our opinion was excellent. We don't understand the many not so great reviews and can only think many are a product of the negative and super critical attitudes that have taken precedent in our everyday life. It's a fantasy folks. Lighten up and enjoy it. The message throughout the movie was one of kindness, hope, and respect.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjX_13qRlQj_RvW7ZKI-szM5loFWujpF4Nfj-kVkHPR16u9zWeVT=s128-w32-d-h32-cc-rp","Jessica Elliot","6 months ago","This movie was amazing. So magical so loving but with plenty of action!!! I loved Rachel Ziegler she was the only one who really knew how to sing and had a great voice and really played a great part. I love her take on Snow White. She was amazing in it. I grew up, not liking the original because it was very scary and just did not appeal to me but this snow White makes me wanna go home and rewatch the original Snow White to get a sense of respect and love for original cartoon. My four-year-old so","More","This movie was amazing. So magical so loving but with plenty of action!!! I loved Rachel Ziegler she was the only one who really knew how to sing and had a great voice and really played a great part. I love her take on Snow White. She was amazing in it. I grew up, not liking the original because it was very scary and just did not appeal to me but this snow White makes me wanna go home and rewatch the original Snow White to get a sense of respect and love for original cartoon. My four-year-old son also loved the movie. He could totally relate with the doors and had fun with all of those songs and enjoyed every minute of the movie.","You and 24 other people found this helpful.","24 people found this helpful."
